147,110,180,142
149.25,114.22,181.97,145.95
151.61,118.4,184.55,150.35
154.8,119.63,187.58,151.41
158.48,119.64,190.95,151.13
160.56,118.75,193,150.21
160.56,119.73,193.05,151.23
160.74,120.77,193.32,152.36
161.12,121.38,193.75,153.02
162.28,121.36,194.84,152.94
165.32,119.79,197.59,151.08
164.35,115.28,196.7,146.65
159.87,111.91,192.38,143.43
156.25,109.35,188.95,141.05
155.97,106.75,188.62,138.42
154.98,80.286,189.1,113.37
152.91,76.962,187.04,110.06
148.64,74.077,182.94,107.33
143.81,72.37,178.11,105.63
137.2,71.045,171.07,103.9
130.79,70.433,164.51,103.13
130.52,70.79,163.92,103.18
130.37,70.336,163.64,102.6
130.15,69,163.58,101.41
131.14,67.36,164.69,99.889
141.52,71.057,173.62,102.19
147.62,75.977,179.78,107.16
153.32,83.451,184.21,113.4
158.72,93.67,189.34,123.36
162.47,104.28,192.57,133.46
165.81,125.87,196.27,155.4
166.78,129.76,197.09,159.15
168.24,128.53,197.33,156.73
173.08,120.8,192.84,139.95
172.14,101.15,192,120.4
164.99,66.312,199.02,99.307
163.46,59.889,199.12,94.473
162.57,57.866,197.88,92.109
161.62,58.643,196.76,92.727
160.91,62.402,196.09,96.519
160.75,78.225,197.14,113.52
160.93,92.944,197.61,128.52
160.96,109.68,197.98,145.58
164,121,197,153
163.42,121.97,197.64,155.16
162.37,99.395,196.26,132.26
162.53,92.233,195.18,123.89
162.33,90.131,194.39,121.22
161.2,91.728,193.34,122.89
157,94,190,126
154.68,110.57,188.13,143.01
154.42,121.91,188.05,154.52
154.94,134.59,189.43,168.03
156.11,150.82,190.73,184.4
155.91,164.22,192.91,200.1
156.81,156.05,189.83,188.06
156.02,139.48,188.72,171.19
154.82,127.16,187.15,158.51
153.69,118.69,186.18,150.2
152.22,113.77,184.71,145.27
149.19,111.9,181.45,143.18
147.8,115.03,180.22,146.47
146.36,122.65,178.62,153.93
144.75,133.7,177.05,165.03
144.24,145.77,176.57,177.12
141.81,146.85,174.68,178.72
137.79,127.09,170.39,158.7
133.72,107.23,166.38,138.89
130.73,91.745,164.12,124.12
127.78,83.976,160.89,116.08
121,71,154,103
119.82,74.519,153.36,107.04
118.42,84.969,153.3,118.79
118.26,101.8,153.41,135.89
119.17,118.26,154.59,152.61
121.13,146.51,158.34,182.59
121.52,142.29,157.64,177.32
122.85,124.22,157.93,158.24
128.67,105.75,163.96,139.98
135.07,91.233,171.22,126.28
141.16,77.26,176.97,111.99
146.89,76.505,182.11,110.67
152.56,79.222,187.35,112.96
156.36,85.062,190.32,117.99
159.91,92.788,193.53,125.39
168.68,116.58,203.33,150.19
170.08,121.47,203.87,154.24
171.52,110.51,204.49,142.48
172.4,94.988,205.09,126.69
173.9,84.08,206.65,115.84
178.13,72.472,210.73,104.08
178.3,72.656,210.85,104.22
177.71,77.718,210.8,109.81
177.36,86.545,211.73,119.88
178.03,100.95,212.48,134.35
175.98,136.89,209.7,169.58
171.58,138.16,208.82,174.28
168.87,129.41,206.15,165.56
165.63,116.57,201.08,150.94
162.48,107.57,197.49,141.53
159.4,97.817,193.58,130.96
157.41,95.736,191.51,128.8
155.21,97.708,189.26,130.72
153.72,103.2,187.71,136.16
153.1,111.74,187.24,144.86
150.51,133.2,184.76,166.41
147.7,130.55,180.28,162.15
141.8,113.43,173.63,144.29
136.62,100.11,169.12,131.62
134.13,94.394,167.23,126.48
129.24,89.178,161.78,120.73
122.5,81,155.5,113
119.17,85.963,152.56,118.34
118,95.798,152.02,128.79
118.62,109.35,152.71,142.41
120.29,132.3,155.69,166.63
120.61,127.47,155.09,160.91
119.65,114.25,153.64,147.22
119.75,103.11,154.41,136.73
122.68,96.868,157.93,131.05
128.1,95.23,163.39,129.45
128.84,100.11,164.35,134.55
132.2,108.25,167.84,142.82
137.64,119.44,172.99,153.72
145.57,133.35,181.02,167.73
157.43,152.1,193.77,187.35
