147.00,110.00,180.00,142.00,0.00
149.00,114.00,182.00,146.00,0.00
153.00,118.00,186.00,150.00,0.00
155.94,118.82,188.94,150.82,0.00
158.88,119.64,191.88,151.64,0.00
160.80,118.43,193.80,150.43,0.00
161.15,119.30,194.15,151.30,0.00
161.50,120.16,194.50,152.16,0.00
162.37,121.05,195.37,153.05,0.00
163.24,121.94,196.24,153.94,0.00
165.45,119.38,198.45,151.38,0.00
165.69,116.50,198.69,148.50,0.00
159.30,113.15,192.30,145.15,0.00
156.59,109.81,189.59,141.81,0.00
155.68,107.98,188.68,139.98,0.00
154.91,79.02,187.91,111.02,0.00
150.93,74.58,183.93,106.58,0.00
148.22,71.23,181.22,103.23,0.00
142.56,68.87,175.56,100.87,0.00
136.53,65.99,169.53,97.99,0.00
129.51,66.63,162.51,98.63,0.00
129.46,67.15,162.46,99.15,0.00
128.55,65.32,161.55,97.32,0.00
128.90,66.19,161.90,98.19,0.00
129.79,63.73,162.79,95.73,0.00
142.49,67.64,175.49,99.64,0.00
146.58,72.01,179.58,104.01,0.00
153.65,78.71,186.65,110.71,0.00
159.29,89.61,192.29,121.61,0.00
161.69,99.62,194.69,131.62,0.00
166.03,120.08,199.03,152.08,0.00
167.43,128.43,200.43,160.43,0.00
166.70,125.22,199.70,157.22,0.00
166.30,108.43,199.30,140.43,0.00
165.89,91.64,198.89,123.64,0.00
163.63,60.03,196.63,92.03,0.00
162.05,54.89,195.05,86.89,0.00
162.94,52.43,195.94,84.43,0.00
161.59,53.11,194.59,85.11,0.00
159.73,57.19,192.73,89.19,0.00
159.35,70.71,192.35,102.71,0.00
160.31,90.58,193.31,122.58,0.00
161.04,105.02,194.04,137.02,0.00
161.65,119.71,194.65,151.71,0.00
159.78,123.79,192.78,155.79,0.00
161.18,132.15,194.18,164.15,0.00
158.21,93.37,191.21,125.37,0.00
157.49,90.16,190.49,122.16,0.00
155.87,92.93,188.87,124.93,0.00
155.87,95.73,188.87,127.73,0.00
156.21,116.57,189.21,148.57,0.00
154.20,122.02,187.20,154.02,0.00
154.80,136.71,187.80,168.71,0.00
155.64,155.42,188.64,187.42,0.00
156.38,169.86,189.38,201.86,0.00
156.87,154.63,189.87,186.63,0.00
157.36,139.41,190.36,171.41,0.00
155.65,129.07,188.65,161.07,0.00
153.94,118.73,186.94,150.73,0.00
153.77,111.15,186.77,143.15,0.00
148.11,108.78,181.11,140.78,0.00
146.47,113.27,179.47,145.27,0.00
147.20,121.96,180.20,153.96,0.00
143.88,127.87,176.88,159.87,0.00
143.63,146.25,176.63,178.25,0.00
141.96,144.88,174.96,176.88,0.00
136.36,122.34,169.36,154.34,0.00
130.75,99.80,163.75,131.80,0.00
131.24,84.57,164.24,116.57,0.00
127.26,80.13,160.26,112.13,0.00
121.19,72.87,154.19,104.87,0.00
119.54,77.36,152.54,109.36,0.00
118.10,85.32,151.10,117.32,0.00
118.94,104.04,151.94,136.04,0.00
119.68,118.48,152.68,150.48,0.00
123.64,145.92,156.64,177.92,0.00
124.23,140.78,157.23,172.78,0.00
123.82,123.99,156.82,155.99,0.00
130.27,105.45,163.27,137.45,0.00
137.25,91.65,170.25,123.65,0.00
142.20,75.85,175.20,107.85,0.00
147.10,73.98,180.10,105.98,0.00
155.94,76.66,188.94,108.66,0.00
158.84,84.16,191.84,116.16,0.00
161.87,90.27,194.87,122.27,0.00
169.23,115.40,202.23,147.40,0.00
171.56,120.23,204.56,152.23,0.00
171.39,112.64,204.39,144.64,0.00
171.88,97.42,204.88,129.42,0.00
174.70,87.45,207.70,119.45,0.00
177.51,77.48,210.51,109.48,0.00
178.81,73.58,211.81,105.58,0.00
177.37,81.55,210.37,113.55,0.00
178.71,86.37,211.71,118.37,0.00
179.31,101.06,212.31,133.06,0.00
178.77,135.57,211.77,167.57,0.00
174.10,143.52,207.10,175.52,0.00
171.52,137.85,204.52,169.85,0.00
167.94,123.37,200.94,155.37,0.00
164.36,108.90,197.36,140.90,0.00
162.78,103.76,195.78,135.76,0.00
158.80,99.31,191.80,131.31,0.00
156.68,101.10,189.68,133.10,0.00
154.88,105.70,187.88,137.70,0.00
155.61,114.39,188.61,146.39,0.00
151.13,133.67,184.13,165.67,0.00
149.55,128.53,182.55,160.53,0.00
141.24,110.10,174.24,142.10,0.00
134.06,95.82,167.06,127.82,0.00
133.89,88.23,166.89,120.23,0.00
127.61,80.92,160.61,112.92,0.00
123.52,83.01,156.52,115.01,0.00
121.72,87.62,154.72,119.62,0.00
120.28,95.59,153.28,127.59,0.00
121.23,115.46,154.23,147.46,0.00
120.98,133.83,153.98,165.83,0.00
122.89,126.43,155.89,158.43,0.00
119.31,111.96,152.31,143.96,0.00
121.86,99.73,154.86,131.73,0.00
123.15,95.84,156.15,127.84,0.00
129.63,92.03,162.63,124.03,0.00
131.91,97.38,164.91,129.38,0.00
134.30,107.39,167.30,139.39,0.00
140.06,116.70,173.06,148.70,0.00
146.68,131.55,179.68,163.55,0.00
158.17,149.70,191.17,181.70,0.00
162.70,137.13,195.70,169.13,0.00
167.64,121.32,200.64,153.32,0.00
170.20,102.68,203.20,134.68,0.00
170.43,99.80,203.43,131.80,0.00
173.25,89.83,206.25,121.83,0.00
171.60,94.33,204.60,126.33,0.00
170.26,95.00,203.26,127.00,0.00
165.64,109.37,198.64,141.37,0.00
165.27,122.89,198.27,154.89,0.00
161.43,138.67,194.43,170.67,0.00
161.92,123.45,194.92,155.45,0.00
162.41,108.22,195.41,140.22,0.00
160.71,97.88,193.71,129.88,0.00
159.98,94.67,192.98,126.67,0.00
157.11,86.80,190.11,118.80,0.00
155.49,89.57,188.49,121.57,0.00
153.68,94.18,186.68,126.18,0.00
153.31,107.70,186.31,139.70,0.00
152.63,119.48,185.63,151.48,0.00
150.83,124.09,183.83,156.09,0.00
151.32,108.86,184.32,140.86,0.00
147.74,94.39,180.74,126.39,0.00
141.67,87.12,174.67,119.12,0.00
136.12,84.79,169.12,116.79,0.00
125.00,91.70,158.00,123.70,0.00
120.77,100.22,153.77,132.22,0.00
120.66,118.31,153.66,150.31,0.00
120.29,131.83,153.29,163.83,0.00
116.45,147.61,149.45,179.61,0.00
118.73,152.96,151.73,184.96,0.00
118.55,145.38,151.55,177.38,0.00
119.04,130.15,152.04,162.15,0.00
122.11,123.05,155.11,155.05,0.00
128.44,123.80,161.44,155.80,0.00
139.26,121.24,172.26,153.24,0.00
142.29,127.35,175.29,159.35,0.00
148.96,133.15,181.96,165.15,0.00
155.09,145.80,188.09,177.80,0.00
162.34,165.48,195.34,197.48,0.00
169.34,162.89,202.34,194.89,0.00
174.29,147.09,207.29,179.09,0.00
178.81,134.51,211.81,166.51,0.00
181.63,124.54,214.63,156.54,0.00
187.93,120.38,220.93,152.38,0.00
190.78,118.94,223.78,150.94,0.00
192.32,121.53,225.32,153.53,0.00
191.14,131.61,224.14,163.61,0.00
186.47,139.56,219.47,171.56,0.00
177.56,154.61,210.56,186.61,0.00
164.53,144.05,197.53,176.05,0.00
156.31,123.55,189.31,155.55,0.00
148.89,98.70,181.89,130.70,0.00
146.02,90.83,179.02,122.83,0.00
139.94,83.57,172.94,115.57,0.00
135.96,79.13,168.96,111.13,0.00
135.96,81.93,168.96,113.93,0.00
134.78,92.00,167.78,124.00,0.00
135.67,104.93,168.67,136.93,0.00
139.09,124.29,172.09,156.29,0.00
138.92,116.70,171.92,148.70,0.00
141.74,106.73,174.74,138.73,0.00
141.56,99.15,174.56,131.15,0.00
142.15,94.01,175.15,126.01,0.00
146.61,95.50,179.61,127.50,0.00
154.01,105.40,187.01,137.40,0.00
154.74,114.09,187.74,146.09,0.00
154.62,132.18,187.62,164.18,0.00
155.23,146.87,188.23,178.87,0.00
155.11,164.95,188.11,196.95,0.00
157.93,154.98,190.93,186.98,0.00
157.52,138.19,190.52,170.19,0.00
155.78,134.63,188.78,166.63,0.00
154.12,133.26,187.12,165.26,0.00
154.12,136.06,187.12,168.06,0.00
155.51,144.42,188.51,176.42,0.00
156.25,158.86,189.25,190.86,0.00
156.98,173.30,189.98,205.30,0.00
157.94,193.17,190.94,225.17,0.00
158.09,212.05,191.09,244.05,0.00
160.91,202.08,193.91,234.08,0.00
160.50,185.29,193.50,217.29,0.00
158.79,174.95,191.79,206.95,0.00
159.28,159.72,192.28,191.72,0.00
159.11,152.14,192.11,184.14,0.00
156.23,143.56,189.23,175.56,0.00
155.32,141.73,188.32,173.73,0.00
156.66,146.55,189.66,178.55,0.00
157.56,159.47,190.56,191.47,0.00
159.95,169.49,192.95,201.49,0.00
159.18,140.52,192.18,172.52,0.00
159.39,112.69,192.39,144.69,0.00
159.22,105.11,192.22,137.11,0.00
158.81,88.31,191.81,120.31,0.00
159.05,85.44,192.05,117.44,0.00
156.93,87.22,189.93,119.22,0.00
155.07,91.30,188.07,123.30,0.00
154.39,103.08,187.39,135.08,0.00
155.23,121.80,188.23,153.80,0.00
154.97,140.18,187.97,172.18,0.00
147.71,118.87,180.71,150.87,0.00
144.83,111.01,177.83,143.01,0.00
143.13,100.67,176.13,132.67,0.00
141.39,97.10,174.39,129.10,0.00
137.30,99.19,170.30,131.19,0.00
133.99,105.11,166.99,137.11,0.00
132.55,113.07,165.55,145.07,0.00
132.18,126.59,165.18,158.59,0.00
133.07,139.52,166.07,171.52,0.00
135.54,137.17,168.54,169.17,0.00
143.48,108.47,176.48,140.47,0.00
143.30,100.88,176.30,132.88,0.00
143.89,95.74,176.89,127.74,0.00
150.92,92.35,183.92,124.35,0.00
157.92,89.76,190.92,121.76,0.00
159.99,101.13,192.99,133.13,0.00
166.25,114.56,199.25,146.56,0.00
172.51,127.99,205.51,159.99,0.00
176.60,132.36,209.60,164.36,0.00
181.13,119.78,214.13,151.78,0.00
181.34,91.95,214.34,123.95,0.00
181.58,89.08,214.58,121.08,0.00
182.47,86.62,215.47,118.62,0.00
185.05,85.32,218.05,117.32,0.00
185.05,88.12,218.05,120.12,0.00
190.80,97.44,223.80,129.44,0.00
194.83,109.66,227.83,141.66,0.00
195.72,122.59,228.72,154.59,0.00
198.06,127.42,231.06,159.42,0.00
200.87,117.45,233.87,149.45,0.00
200.10,88.48,233.10,120.48,0.00
199.38,85.27,232.38,117.27,0.00
195.30,87.36,228.30,119.36,0.00
187.03,83.76,220.03,115.76,0.00
181.93,87.83,214.93,119.83,0.00
176.87,103.43,209.87,135.43,0.00
173.07,119.30,206.07,151.30,0.00
171.63,127.27,204.63,159.27,0.00
167.65,122.83,200.65,154.83,0.00
163.71,112.14,196.71,144.14,0.00
158.10,89.60,191.10,121.60,0.00
158.34,86.72,191.34,118.72,0.00
156.67,85.36,189.67,117.36,0.00
155.04,88.13,188.04,120.13,0.00
153.40,92.62,186.40,124.62,0.00
152.76,113.84,185.76,145.84,0.00
148.96,129.72,181.96,161.72,0.00
147.52,137.69,180.52,169.69,0.00
144.82,134.34,177.82,166.34,0.00
136.37,124.07,169.37,156.07,0.00
116.60,106.34,149.60,138.34,0.00
114.86,102.77,147.86,134.77,0.00
113.20,101.41,146.20,133.41,0.00
111.08,103.19,144.08,135.19,0.00
109.43,107.68,142.43,139.68,0.00
116.68,127.37,149.68,159.37,0.00
120.71,139.59,153.71,171.59,0.00
124.80,143.96,157.80,175.96,0.00
130.10,135.72,163.10,167.72,0.00
138.65,117.88,171.65,149.88,0.00
141.90,90.53,174.90,122.53,0.00
147.40,80.93,180.40,112.93,0.00
152.46,79.21,185.46,111.21,0.00
155.39,80.03,188.39,112.03,0.00
160.61,80.72,193.61,112.72,0.00
164.95,101.17,197.95,133.17,0.00
164.58,114.69,197.58,146.69,0.00
162.54,128.39,195.54,160.39,0.00
162.36,120.80,195.36,152.80,0.00
161.96,104.01,194.96,136.01,0.00
160.28,83.99,193.28,115.99,0.00
158.54,80.42,191.54,112.42,0.00
157.63,78.59,190.63,110.59,0.00
155.77,82.68,188.77,114.68,0.00
153.65,84.46,186.65,116.46,0.00
147.75,110.01,180.75,142.01,0.00
143.14,124.38,176.14,156.38,0.00
143.14,127.18,176.14,159.18,0.00
141.55,122.04,174.55,154.04,0.00
139.85,111.70,172.85,143.70,0.00
139.67,104.12,172.67,136.12,0.00
141.67,105.59,174.67,137.59,0.00
143.21,108.18,176.21,140.18,0.00
146.11,115.68,179.11,147.68,0.00
144.29,123.82,177.29,155.82,0.00
144.63,144.66,177.63,176.66,0.00
144.52,162.75,177.52,194.75,0.00
