47,45,63,110
45,39,61,104
33,36,49,101
31,39,47,104
36,32,52,97
29,34,45,99
31,33,47,98
34,35,50,100
40,32,56,97
38,28,54,93
40,29,56,94
46,32,62,97
61,33,77,98
63,27,79,92
61,27,77,92
83,29,99,94
98,31,114,96
89,24,105,89
81,23,97,88
87,21,103,86
81,14,97,79
80,19,96,84
84,27,100,92
91,33,107,98
76,40,92,105
75,38,91,103
82,27,98,92
78,20,94,85
69,10,85,75
62,9,78,74
64,12,80,77
76,18,92,83
83,20,99,85
90,21,106,86
106,19,122,84
116,16,132,81
112,14,128,79
109,7,125,72
129,17,145,82
140,20,156,85
146,23,162,88
150,28,166,93
151,30,167,95
152,27,168,92
152,21,168,86
154,27,170,92
130,32,146,97
108,29,124,94
103,28,119,93
102,29,118,94
109,21,125,86
111,9,127,74
110,8,126,73
119,15,135,80
124,17,140,82
124,24,140,89
111,25,127,90
112,30,128,95
105,26,121,91
105,20,121,85
129,17,145,82
140,16,156,81
132,20,148,85
132,28,148,93
130,36,146,101
130,36,146,101
134,39,150,104
146,50,162,115
143,57,159,122
125,53,141,118
131,44,147,109
126,44,142,109
114,51,130,116
104,43,120,108
99,48,115,113
111,58,127,123
121,67,137,132
130,75,146,140
140,72,156,137
152,77,168,142
139,58,155,123
149,54,165,119
163,51,179,116
171,51,187,116
177,49,193,114
187,51,203,116
183,54,199,119
179,58,195,123
180,62,196,127
177,50,193,115
195,33,211,98
179,14,195,79
178,11,194,76
169,12,185,77
170,6,186,71
159,7,175,72
156,16,172,81
153,33,169,98
154,36,170,101
143,38,159,103
144,33,160,98
149,32,165,97
146,21,162,86
141,20,157,85
132,1,148,66
134,7,150,72
129,6,145,71
127,8,143,73
123,17,139,82
101,21,117,86
95,21,111,86
87,22,103,87
78,26,94,91
67,28,83,93
52,25,68,90
36,33,52,98
31,30,47,95
26,29,42,94
18,35,34,100
20,33,36,98
31,34,47,99
33,39,49,104
25,40,41,105
1,38,17,103
0,23,16,88
12,16,28,81
9,15,25,80
5,17,21,82
0,26,16,91
24,29,40,94
17,26,33,91
4,27,20,92
2,30,18,95
16,11,32,76
40,12,56,77
31,7,47,72
41,0,57,65
23,0,39,65
25,0,41,65
10,6,26,71
