168,79,215,119
167.83,79.619,214.78,119.58
165.83,82.871,212.94,122.96
162.25,86.743,208.67,126.24
159.87,87.896,205.61,126.82
157.21,87.462,202.62,126.1
155.6,83.547,200.48,121.74
154.56,79.555,198.97,117.34
153.86,76.954,198.59,115.01
153.08,75.995,197.93,114.15
150.13,75.995,194.67,113.89
144.28,76.66,187.9,113.78
138.86,79.722,182.22,116.61
132.51,81.336,176.52,118.78
127.96,80.643,172.31,118.38
127.47,78.052,171.88,115.84
127.83,74.951,172.98,113.37
130.81,74.223,175.65,112.38
133.71,75.02,178.57,113.19
135.93,75.998,180.61,114.01
137.47,79.185,182.32,117.35
137.1,81.913,182.1,120.21
136.83,83.034,182.13,121.57
137.88,83.643,182.99,122.02
138.19,85.421,183.17,123.7
139.05,86.687,183.79,124.76
138.6,85.354,183.36,123.44
140.26,81.263,184.8,119.16
143.45,76.255,187.77,113.97
148.52,71.163,192.85,108.88
153.29,67.995,197.74,105.81
156.73,66.491,201.28,104.4
161.12,65.611,205.77,103.6
165.31,65.743,209.44,103.29
168.33,68.177,212.25,105.55
169.22,71,213.25,108.46
168.35,72.081,212.24,109.42
166.91,70.409,211.26,108.15
164.97,67.314,209.23,104.97
161.47,64.442,205.94,102.27
157.72,62.56,202.38,100.56
154.08,64.033,198.9,102.18
147.61,68.671,192.65,107
141.56,72.873,186.58,111.18
136.72,74.871,181.96,113.37
132.74,74.095,178.29,112.86
129.83,73.792,175.55,112.69
128.45,74.103,174.48,113.27
126.87,74.129,172.85,113.26
126.68,71.848,173.05,111.31
127.77,66.391,173.84,105.59
129.61,62.576,175.51,101.64
133.03,61.299,178.98,100.4
136.02,63.259,182.36,102.7
137.47,67.768,183.74,107.14
139.8,73.307,185.78,112.43
142.91,78.068,188.68,117.02
146.32,81.7,192.28,120.81
149.14,83.239,194.75,122.06
152.02,80.832,197.59,119.62
156.25,75.778,201.81,114.55
160.14,68.737,205.96,107.73
164.25,64.283,209.97,103.18
164.9,61.285,210.83,100.37
166.67,61.505,212.55,100.56
166.4,67.711,211.93,106.45
162.64,72.591,208.16,111.33
160.86,74.096,206.26,112.73
158.69,76.201,204.08,114.82
158.48,77.636,203.69,116.1
155.65,77.059,200.85,115.52
155.66,74.074,200.49,112.22
157.1,70.865,201.78,108.88
157.15,71.043,202.39,109.54
156.92,75.866,202.14,114.34
154.63,80.57,199.76,118.97
152.63,81.115,197.89,119.63
151.54,80.928,196.94,119.57
150.72,82.122,195.8,120.48
149.55,83.469,194.68,121.87
147.44,83.018,192.63,121.47
143.56,80.123,188.81,118.63
139.86,77.176,184.96,115.56
138.81,74.442,183.79,112.72
139.86,73.413,184.85,111.7
138.02,78.359,182.93,116.57
137.01,83.648,181.89,121.83
137.86,87.268,182.78,125.49
139.21,90.947,184.08,129.13
141.31,94.412,186.25,132.65
144.44,94.124,189.5,132.47
146.27,87.891,191.11,126.04
150.48,78.559,195.25,116.65
153.99,71.816,199.28,110.35
159.22,67.959,204.51,106.5
163.59,66.174,208.98,104.8
164.63,68.896,210.09,107.57
166.18,71.973,211.45,110.5
168.08,73.511,213.27,111.97
169.89,74.152,215.04,112.58
170.76,74.954,215.72,113.21
170.71,74.325,215.54,112.47
170.46,74.216,214.8,111.95
170.43,73.606,214.84,111.39
168.28,73.504,212.22,110.89
166.71,71.862,210.94,109.49
165.93,73.407,209.87,110.8
161.74,78.17,205.48,115.38
158.08,80.306,201.74,117.45
155.17,80.173,198.72,117.22
151.7,82.745,195.13,119.69
147.33,85.373,190.74,122.3
143.34,83.328,186.96,120.44
143.29,79.336,187.07,116.58
144.45,76.527,188.51,114.01
145.47,76.016,189.48,113.46
145.27,75.989,189.19,113.36
145.55,76.474,189.73,114.06
144.18,77.165,188.43,114.81
145.25,79.128,189.5,116.78
146.51,81.793,191.1,119.74
147.39,82.933,192.38,121.21
149.43,81.389,194.89,120.08
152.79,78.383,198.98,117.69
155.59,75.615,202.17,115.26
158.7,72.997,206.07,113.31
163.5,70.847,211.21,111.46
168.64,68.698,217.19,110.02
173.21,68.143,221.72,109.43
175.64,68.176,224.51,109.77
177,70.298,225.83,111.86
178.13,71.186,227.06,112.83
178.72,71.339,227.58,112.92
179.09,70.629,227.86,112.14
177.51,70.094,225.97,111.34
176.28,68.446,224.42,109.41
175.95,66.584,223.55,107.09
177.94,63.203,225.04,103.28
180.1,61.264,226.64,100.87
179.12,59.956,225.45,99.38
177.12,59.445,223.2,98.662
172.66,59.019,218.58,98.099
170.49,60.455,216.52,99.624
166.74,62.701,212.67,101.79
162.85,64.568,208.92,103.77
158.89,65.097,204.95,104.3
156.65,63.76,202.55,102.81
154.69,59.769,200.49,98.75
152.94,55.209,198.35,93.847
150.91,52.414,196.29,91.033
150.71,51.215,196.24,89.959
148.15,51.133,193.91,90.081
148.4,52.141,194.57,91.428
148.25,54.816,194.54,94.208
147.56,59.879,194.34,99.689
148.03,64.628,194.99,104.6
148.62,66.93,196.02,107.27
148.74,65.623,196.76,106.49
150.29,63.124,198.77,104.39
150.23,59.117,199.43,100.99
149.79,55.279,199.42,97.526
151.45,51.418,201.61,94.116
151.4,47.963,201.98,91.017
151.51,46.515,202.42,89.858
149.34,47.328,200.31,90.723
147.24,49.168,197.99,92.377
145.29,52.197,195.63,95.053
144.26,56.429,194.49,99.194
143.59,60.135,193.72,102.81
143.41,62.971,193.21,105.36
144.29,64.57,193.87,106.78
143.18,62.978,192.33,104.82
143.96,59.153,192.75,100.68
144.36,55.114,192.6,96.177
143.38,51.474,191.66,92.569
142.29,49.275,189.97,89.858
141.92,47.911,188.98,87.962
140.98,48.452,187.77,88.276
142.43,51.038,188.86,90.545
144.55,54.085,190.6,93.273
146.4,55.479,192.58,94.773
146.26,57.949,192.29,97.118
145.34,61.111,191.21,100.14
142.45,63.077,188.28,102.08
139.42,64.878,185.26,103.89
135.99,65.215,181.67,104.09
132.25,63.279,177.89,102.12
130.88,61.493,176.44,100.26
128.39,59.751,173.89,98.47
125.87,58.611,171.1,97.1
122.94,58.71,168,97.051
123.07,58.579,168.11,96.907
124,59.557,168.97,97.824
126.1,59.72,170.9,97.833
130.26,58.241,174.95,96.273
134.89,53.756,179.55,91.758
138.97,49.778,183.7,87.84
139.68,47.096,184.53,85.255
140.36,41.695,185.37,80
146.05,43.183,191.13,81.543
151.53,46.794,196.66,85.193
154.09,50.678,199.26,89.109
158.92,52.234,204.13,90.705
163.16,54.42,208.42,92.937
