142,112,193,166
131,103,182,157
128,105,179,159
124,105,175,159
119,101,170,155
120,99,171,153
120,97,171,151
119,94,170,148
114,90,165,144
114,93,165,147
109,92,160,146
104,94,155,148
98,99,149,153
93,100,144,154
92,96,143,150
102,104,153,158
128,86,179,140
132,88,183,142
133,89,184,143
137,92,188,146
135,95,186,149
136,95,187,149
137,96,188,150
137,99,188,153
139,100,190,154
124,123,175,177
140,96,191,150
130,118,181,172
136,113,187,167
141,110,192,164
134,98,185,152
160,77,211,131
164,78,215,132
167,79,218,133
168,83,219,137
167,83,218,137
153,110,204,164
149,105,200,159
159,77,210,131
157,76,208,130
153,77,204,131
146,80,197,134
140,85,191,139
136,87,187,141
132,88,183,142
129,88,180,142
127,88,178,142
127,88,178,142
126,87,177,141
128,81,179,135
128,76,179,130
132,75,183,129
136,77,187,131
137,82,188,136
139,87,190,141
142,91,193,145
146,95,197,149
149,97,200,151
151,94,202,148
155,89,206,143
160,83,211,137
162,78,213,132
164,76,215,130
166,75,217,129
165,81,216,135
161,86,212,140
160,88,211,142
157,89,208,143
157,90,208,144
154,90,205,144
154,86,205,140
155,83,206,137
155,83,206,137
156,88,207,142
153,93,204,147
152,95,203,149
150,93,201,147
150,95,201,149
149,96,200,150
146,95,197,149
141,92,192,146
138,90,189,144
136,86,187,140
137,85,188,139
136,92,187,146
135,95,186,149
134,98,185,152
136,102,187,156
139,106,190,160
142,106,193,160
143,100,194,154
147,90,198,144
151,84,202,138
156,80,207,134
160,78,211,132
161,81,212,135
163,84,214,138
164,85,215,139
166,87,217,141
167,87,218,141
168,86,219,140
167,85,218,139
168,85,219,139
165,85,216,139
165,85,216,139
165,85,216,139
161,91,212,145
156,93,207,147
152,92,203,146
148,94,199,148
144,97,195,151
140,96,191,150
140,92,191,146
142,90,193,144
143,89,194,143
142,89,193,143
142,89,193,143
142,88,193,142
143,91,194,145
143,94,194,148
145,96,196,150
146,94,197,148
150,92,201,146
152,90,203,144
156,86,207,140
162,88,213,142
167,86,218,140
174,79,225,133
176,79,227,133
177,80,228,134
178,83,229,137
179,83,230,137
179,81,230,135
178,82,229,136
175,86,226,140
152,101,203,155
167,112,218,166
170,111,221,165
164,105,215,159
161,104,212,158
160,106,211,160
160,108,211,162
156,111,207,165
154,113,205,167
145,110,196,164
148,111,199,165
141,104,192,158
139,99,190,153
141,99,192,153
141,97,192,151
140,98,191,152
142,100,193,154
127,108,178,162
128,113,179,167
130,118,181,172
145,101,196,155
133,122,184,176
136,123,187,177
136,120,187,174
147,109,198,163
138,115,189,169
138,113,189,167
149,85,200,139
148,86,199,140
138,113,189,167
137,117,188,171
137,119,188,173
137,123,188,177
137,125,188,179
142,99,193,153
141,98,192,152
137,72,188,126
142,89,193,143
142,86,193,140
137,63,188,117
137,62,188,116
136,62,187,116
141,83,192,137
141,110,192,164
143,110,194,164
142,112,193,166
142,91,193,145
135,117,186,171
131,117,182,171
127,118,178,172
123,116,174,170
121,113,172,167
118,111,169,165
123,88,174,142
119,88,170,142
119,88,170,142
110,113,161,167
111,112,162,166
115,110,166,164
118,106,169,160
122,102,173,156
122,99,173,153
123,94,174,148
129,94,180,148
135,100,186,154
137,104,188,158
141,104,192,158
146,107,197,161
148,107,199,161
151,108,202,162
153,108,204,162
154,111,205,165
157,115,208,169
157,117,208,171
158,118,209,172
158,120,209,174
157,121,208,175
155,121,206,175
149,121,200,175
146,124,197,178
143,124,194,178
139,126,190,180
133,124,184,178
134,128,185,182
131,127,182,181
127,126,178,180
127,124,178,178
130,131,181,185
129,134,180,188
133,135,184,189
136,136,187,190
141,139,192,193
145,137,196,191
151,135,202,189
139,147,190,201
157,132,208,186
160,129,211,183
163,127,214,181
164,132,215,186
162,131,213,185
162,136,213,190
146,143,197,197
160,137,211,191
160,137,211,191
146,142,197,196
147,140,198,194
148,140,199,194
150,138,201,192
152,138,203,192
153,138,204,192
156,140,207,194
157,143,208,197
158,146,209,200
158,147,209,201
157,148,208,202
152,146,203,200
148,143,199,197
161,134,212,188
159,132,210,186
144,136,195,190
156,126,207,180
156,125,207,179
156,124,207,178
156,129,207,183
156,133,207,187
156,142,207,196
158,145,209,199
159,145,210,199
161,142,212,196
147,145,198,199
163,132,214,186
167,129,218,183
167,126,218,180
167,125,218,179
167,123,218,177
166,127,217,181
164,128,215,182
163,131,214,185
162,131,213,185
158,131,209,185
152,130,203,184
147,129,198,183
141,126,192,180
136,122,187,176
127,119,178,173
122,118,173,172
117,117,168,171
116,119,167,173
113,124,164,178
112,130,163,184
112,136,163,190
112,137,163,191
115,137,166,191
121,138,172,192
127,138,178,192
134,136,185,190
142,135,193,189
144,134,195,188
145,133,196,187
142,132,193,186
137,133,188,187
131,135,182,189
123,137,174,191
114,138,165,192
105,137,156,191
96,134,147,188
89,130,140,184
83,126,134,180
79,123,130,177
79,122,130,176
78,124,129,178
78,131,129,185
77,137,128,191
75,139,126,193
72,141,123,195
65,142,116,196
59,141,110,195
53,141,104,195
47,138,98,192
49,133,100,187
49,130,100,184
52,129,103,183
57,126,108,180
63,130,114,184
66,134,117,188
67,136,118,190
72,137,123,191
76,139,127,193
81,138,132,192
86,135,137,189
90,130,141,184
93,122,144,176
101,116,152,170
110,112,161,166
118,113,169,167
123,118,174,172
124,122,175,176
128,124,179,178
130,126,181,180
132,129,183,183
131,131,182,185
130,129,181,183
132,127,183,181
132,125,183,179
131,123,182,177
133,124,184,178
132,128,183,182
131,126,182,180
130,131,181,185
127,127,178,181
127,133,178,187
126,126,177,180
128,124,179,178
130,119,181,173
134,117,185,171
138,111,189,165
142,111,193,165
144,114,195,168
143,120,194,174
141,124,192,178
140,128,191,182
139,130,190,184
137,126,188,180
137,120,188,174
141,115,192,169
147,111,198,165
152,111,203,165
152,113,203,167
152,116,203,170
148,118,199,172
142,120,193,174
136,117,187,171
130,119,181,173
122,112,173,166
117,108,168,162
116,102,167,156
120,101,171,155
121,103,172,157
120,106,171,160
119,109,170,163
119,110,170,164
118,111,169,165
115,113,166,167
113,114,164,168
110,110,161,164
114,106,165,160
117,104,168,158
121,104,172,158
131,108,182,162
135,111,186,165
141,112,192,166
149,110,200,164
153,109,204,163
156,107,207,161
157,106,208,160
158,102,209,156
158,98,209,152
160,94,211,148
161,92,212,146
160,90,211,144
160,93,211,147
162,94,213,148
